order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
950,27,713,676,4,debit,3/22/2017 2:42
3627,27,729,676,4,credit_card,3/9/2017 18:22
3656,27,916,676,4,credit_card,3/16/2017 13:22
744,27,767,507,3,cash,3/8/2017 19:58
1879,27,852,507,3,credit_card,3/20/2017 2:21
2114,27,708,507,3,credit_card,3/18/2017 22:49
2906,27,731,507,3,debit,3/19/2017 9:13
3566,27,799,507,3,cash,3/5/2017 11:03
4079,27,818,507,3,debit,3/14/2017 22:27
4723,27,992,507,3,cash,3/12/2017 22:07
4884,27,896,507,3,credit_card,3/3/2017 23:45
199,27,976,338,2,credit_card,3/24/2017 16:25
232,27,730,338,2,cash,3/3/2017 5:49
617,27,968,338,2,cash,3/21/2017 14:22
1330,27,709,338,2,debit,3/19/2017 2:42
1361,27,920,338,2,credit_card,3/26/2017 12:23
1384,27,819,338,2,credit_card,3/16/2017 22:02
1449,27,913,338,2,credit_card,3/27/2017 21:41
1594,27,948,338,2,cash,3/20/2017 11:22
2253,27,810,338,2,cash,3/17/2017 22:34
2279,27,830,338,2,debit,3/18/2017 5:20
2351,27,962,338,2,cash,3/7/2017 11:43
2548,27,721,338,2,credit_card,3/6/2017 20:55
2920,27,953,338,2,debit,3/1/2017 3:00
3408,27,739,338,2,cash,3/8/2017 7:43
3834,27,719,338,2,cash,3/25/2017 11:03
4366,27,776,338,2,credit_card,3/4/2017 21:40
4372,27,825,338,2,credit_card,3/25/2017 22:10
4591,27,884,338,2,credit_card,3/14/2017 13:57
4616,27,887,338,2,cash,3/28/2017 9:28
4767,27,812,338,2,cash,3/20/2017 23:45
4802,27,702,338,2,debit,3/1/2017 18:39
4823,27,782,338,2,credit_card,3/21/2017 0:19
4862,27,807,338,2,cash,3/15/2017 14:38
4964,27,882,338,2,debit,3/6/2017 16:58
472,27,774,169,1,credit_card,3/23/2017 19:54
510,27,842,169,1,cash,3/22/2017 6:42
938,27,785,169,1,credit_card,3/10/2017 0:46
1462,27,876,169,1,credit_card,3/16/2017 21:38
1573,27,800,169,1,credit_card,3/5/2017 1:09
1757,27,808,169,1,cash,3/13/2017 2:38
1766,27,797,169,1,cash,3/10/2017 22:01
1955,27,940,169,1,cash,3/6/2017 16:23
2198,27,895,169,1,debit,3/4/2017 2:36
2236,27,935,169,1,credit_card,3/19/2017 17:53
2267,27,756,169,1,credit_card,3/5/2017 4:42
2323,27,765,169,1,debit,3/22/2017 18:41
2793,27,742,169,1,credit_card,3/28/2017 2:08
3161,27,884,169,1,credit_card,3/6/2017 15:35
3251,27,819,169,1,cash,3/13/2017 23:22
3989,27,714,169,1,credit_card,3/30/2017 19:00
4015,27,829,169,1,credit_card,3/8/2017 9:54
4017,27,996,169,1,credit_card,3/7/2017 11:45
877,95,988,672,4,credit_card,3/25/2017 7:24
2394,95,980,672,4,debit,3/12/2017 0:00
486,95,884,504,3,debit,3/7/2017 19:28
721,95,768,504,3,cash,3/4/2017 15:50
1252,95,995,504,3,cash,3/26/2017 2:36
1658,95,730,504,3,cash,3/17/2017 13:02
4248,95,975,504,3,cash,3/18/2017 4:55
4905,95,938,504,3,credit_card,3/4/2017 1:23
234,95,761,336,2,credit_card,3/29/2017 1:14
353,95,718,336,2,debit,3/14/2017 18:44
463,95,728,336,2,cash,3/28/2017 5:10
711,95,992,336,2,credit_card,3/24/2017 9:32
788,95,968,336,2,debit,3/29/2017 4:25
992,95,862,336,2,credit_card,3/25/2017 11:49
1063,95,853,336,2,cash,3/21/2017 15:08
1187,95,927,336,2,cash,3/2/2017 1:32
1620,95,834,336,2,debit,3/5/2017 15:16
2249,95,733,336,2,debit,3/19/2017 16:14
2878,95,728,336,2,cash,3/22/2017 19:18
2879,95,896,336,2,debit,3/2/2017 11:11
3659,95,930,336,2,cash,3/25/2017 15:10
4021,95,863,336,2,credit_card,3/8/2017 5:42
4070,95,915,336,2,credit_card,3/30/2017 14:05
4332,95,713,336,2,credit_card,3/1/2017 23:37
4396,95,978,336,2,credit_card,3/26/2017 3:07
722,95,958,168,1,credit_card,3/10/2017 9:42
765,95,703,168,1,credit_card,3/7/2017 5:45
1256,95,972,168,1,cash,3/4/2017 1:25
1721,95,834,168,1,debit,3/30/2017 8:49
1816,95,718,168,1,debit,3/3/2017 21:48
2108,95,937,168,1,cash,3/2/2017 21:54
2458,95,700,168,1,credit_card,3/30/2017 23:55
2604,95,901,168,1,cash,3/19/2017 22:00
2678,95,854,168,1,cash,3/28/2017 15:42
2912,95,903,168,1,credit_card,3/25/2017 3:11
3375,95,995,168,1,credit_card,3/4/2017 8:47
4049,95,895,168,1,cash,3/27/2017 1:14
4185,95,869,168,1,credit_card,3/21/2017 1:17
4315,95,959,168,1,cash,3/17/2017 19:07
523,46,761,830,5,credit_card,3/26/2017 19:07
1963,46,879,830,5,debit,3/14/2017 17:11
2968,46,774,830,5,debit,3/23/2017 9:22
1989,46,975,664,4,debit,3/23/2017 5:16
3246,46,776,664,4,debit,3/20/2017 9:00
860,46,722,498,3,debit,3/9/2017 3:52
1176,46,839,498,3,credit_card,3/21/2017 18:59
2425,46,724,498,3,cash,3/2/2017 22:24
3312,46,886,498,3,debit,3/3/2017 19:10
3782,46,796,498,3,cash,3/25/2017 3:17
3814,46,813,498,3,cash,3/27/2017 3:31
3954,46,710,498,3,debit,3/23/2017 17:44
4683,46,986,498,3,debit,3/24/2017 4:48
424,46,748,332,2,debit,3/12/2017 6:36
441,46,870,332,2,debit,3/18/2017 12:21
607,46,718,332,2,credit_card,3/26/2017 0:24
1038,46,807,332,2,credit_card,3/13/2017 23:26
1484,46,824,332,2,credit_card,3/26/2017 17:43
1723,46,906,332,2,credit_card,3/21/2017 5:17
1745,46,720,332,2,debit,3/21/2017 11:59
2062,46,713,332,2,credit_card,3/18/2017 3:35
3460,46,925,332,2,debit,3/27/2017 18:03
3819,46,868,332,2,cash,3/27/2017 19:41
4228,46,760,332,2,cash,3/29/2017 3:22
4257,46,946,332,2,credit_card,3/25/2017 13:17
4984,46,969,332,2,cash,3/23/2017 19:18
395,46,804,166,1,credit_card,3/28/2017 17:53
1037,46,729,166,1,debit,3/27/2017 5:58
1148,46,712,166,1,credit_card,3/28/2017 23:57
1767,46,852,166,1,debit,3/14/2017 17:30
1941,46,916,166,1,debit,3/26/2017 19:16
1982,46,997,166,1,credit_card,3/2/2017 4:00
2084,46,979,166,1,credit_card,3/20/2017 7:50
2103,46,956,166,1,cash,3/6/2017 14:36
2432,46,999,166,1,cash,3/26/2017 19:38
2478,46,805,166,1,cash,3/16/2017 0:20
2700,46,700,166,1,debit,3/18/2017 12:38
2873,46,971,166,1,cash,3/21/2017 7:22
2935,46,874,166,1,cash,3/1/2017 18:34
3153,46,727,166,1,cash,3/1/2017 3:24
4072,46,789,166,1,cash,3/2/2017 8:34
4148,46,940,166,1,credit_card,3/7/2017 12:18
4758,46,984,166,1,cash,3/12/2017 11:55
526,73,830,660,4,cash,3/1/2017 6:42
2461,73,925,660,4,cash,3/16/2017 2:24
25,73,917,495,3,cash,3/3/2017 13:01
400,73,894,495,3,credit_card,3/6/2017 1:57
533,73,996,495,3,debit,3/3/2017 12:03
627,73,836,495,3,cash,3/23/2017 23:50
653,73,776,495,3,cash,3/27/2017 4:02
861,73,832,495,3,debit,3/7/2017 21:59
1749,73,781,495,3,debit,3/2/2017 23:29
2200,73,992,495,3,cash,3/30/2017 17:53
2395,73,809,495,3,credit_card,3/27/2017 11:50
2698,73,704,495,3,cash,3/17/2017 15:00
3207,73,993,495,3,cash,3/17/2017 18:30
3587,73,715,495,3,credit_card,3/26/2017 7:28
4570,73,798,495,3,credit_card,3/2/2017 4:58
4860,73,832,495,3,cash,3/9/2017 1:31
160,73,725,330,2,debit,3/22/2017 18:08
228,73,917,330,2,debit,3/19/2017 22:59
268,73,790,330,2,credit_card,3/19/2017 19:03
803,73,863,330,2,debit,3/21/2017 10:34
1129,73,981,330,2,debit,3/7/2017 14:23
1262,73,791,330,2,debit,3/25/2017 17:44
1489,73,898,330,2,credit_card,3/12/2017 2:20
1577,73,923,330,2,credit_card,3/28/2017 13:44
1633,73,834,330,2,cash,3/27/2017 14:03
1634,73,942,330,2,cash,3/7/2017 5:59
2075,73,794,330,2,credit_card,3/18/2017 23:33
2080,73,760,330,2,cash,3/21/2017 1:11
2204,73,955,330,2,debit,3/16/2017 15:09
2389,73,846,330,2,credit_card,3/14/2017 4:19
2455,73,765,330,2,debit,3/21/2017 8:19
2703,73,928,330,2,credit_card,3/27/2017 8:51
2858,73,717,330,2,credit_card,3/3/2017 21:34
2948,73,776,330,2,cash,3/16/2017 15:12
3212,73,820,330,2,debit,3/19/2017 9:09
3321,73,942,330,2,cash,3/11/2017 10:54
3888,73,736,330,2,debit,3/8/2017 11:42
4006,73,882,330,2,debit,3/6/2017 17:41
4035,73,896,330,2,debit,3/20/2017 0:27
4036,73,740,330,2,debit,3/3/2017 12:39
4631,73,709,330,2,credit_card,3/23/2017 7:06
4996,73,993,330,2,debit,3/30/2017 13:47
113,73,885,165,1,debit,3/6/2017 0:59
142,73,935,165,1,cash,3/26/2017 14:23
1140,73,703,165,1,debit,3/18/2017 7:55
1302,73,873,165,1,debit,3/8/2017 17:51
1732,73,945,165,1,debit,3/21/2017 10:50
1867,73,853,165,1,cash,3/7/2017 18:11
1969,73,954,165,1,debit,3/9/2017 23:27
2168,73,847,165,1,debit,3/26/2017 21:37
2173,73,923,165,1,debit,3/16/2017 12:14
3013,73,877,165,1,cash,3/11/2017 9:19
3196,73,945,165,1,debit,3/24/2017 16:22
3199,73,711,165,1,cash,3/1/2017 13:45
3775,73,785,165,1,credit_card,3/7/2017 19:16
3778,73,855,165,1,credit_card,3/2/2017 7:49
4063,73,881,165,1,debit,3/9/2017 15:34
4330,73,834,165,1,cash,3/17/2017 1:16
340,35,893,656,4,cash,3/15/2017 11:25
614,35,751,656,4,debit,3/11/2017 8:59
1503,35,778,656,4,cash,3/12/2017 12:52
2397,35,702,656,4,cash,3/27/2017 7:23
2416,28,854,656,4,debit,3/14/2017 23:56
3063,71,862,656,4,cash,3/10/2017 8:04
3292,28,703,656,4,cash,3/12/2017 22:28
123,35,997,492,3,debit,3/5/2017 1:16
283,71,700,492,3,cash,3/26/2017 4:43
417,71,991,492,3,debit,3/11/2017 15:27
848,71,726,492,3,cash,3/18/2017 15:24
976,28,856,492,3,credit_card,3/7/2017 19:32
1027,71,745,492,3,debit,3/18/2017 14:25
1134,71,828,492,3,debit,3/10/2017 15:28
1544,35,966,492,3,credit_card,3/25/2017 11:24
1822,71,944,492,3,debit,3/28/2017 5:39
1873,71,857,492,3,debit,3/25/2017 7:27
1950,28,974,492,3,debit,3/16/2017 4:15
1959,71,800,492,3,debit,3/14/2017 11:54
2076,35,961,492,3,cash,3/25/2017 9:12
2101,28,905,492,3,debit,3/3/2017 12:44
2293,71,979,492,3,debit,3/4/2017 7:32
2541,71,889,492,3,debit,3/11/2017 1:05
2544,35,868,492,3,credit_card,3/7/2017 17:51
3147,28,750,492,3,credit_card,3/1/2017 5:33
3163,35,969,492,3,credit_card,3/30/2017 1:35
3171,35,942,492,3,cash,3/9/2017 19:43
3267,71,712,492,3,debit,3/25/2017 22:00
3336,35,788,492,3,debit,3/26/2017 11:15
3484,71,728,492,3,credit_card,3/13/2017 23:07
3672,35,749,492,3,credit_card,3/28/2017 12:40
3680,28,850,492,3,cash,3/11/2017 12:24
3744,35,714,492,3,cash,3/25/2017 18:37
3789,71,913,492,3,cash,3/2/2017 6:37
3841,71,935,492,3,debit,3/1/2017 22:46
3845,71,831,492,3,cash,3/23/2017 5:13
4116,71,741,492,3,debit,3/19/2017 0:18
4306,28,737,492,3,credit_card,3/13/2017 10:22
4460,28,796,492,3,credit_card,3/14/2017 16:54
4538,71,839,492,3,cash,3/25/2017 0:12
4584,35,969,492,3,cash,3/11/2017 1:43
82,28,868,328,2,debit,3/4/2017 6:53
96,35,975,328,2,credit_card,3/1/2017 6:27
186,71,888,328,2,debit,3/30/2017 5:46
193,28,879,328,2,credit_card,3/15/2017 14:35
376,35,752,328,2,credit_card,3/28/2017 19:46
379,35,848,328,2,debit,3/3/2017 20:59
401,35,704,328,2,cash,3/7/2017 7:57
518,35,759,328,2,debit,3/8/2017 22:40
572,28,762,328,2,debit,3/2/2017 10:57
630,71,974,328,2,cash,3/15/2017 23:08
828,28,714,328,2,credit_card,3/18/2017 3:51
905,28,806,328,2,credit_card,3/15/2017 3:10
1017,35,937,328,2,credit_card,3/6/2017 13:15
1060,28,966,328,2,credit_card,3/23/2017 9:49
1071,28,947,328,2,debit,3/29/2017 6:09
1131,28,930,328,2,debit,3/23/2017 17:04
1240,71,985,328,2,credit_card,3/9/2017 12:53
1376,71,924,328,2,credit_card,3/2/2017 21:04
1506,28,872,328,2,credit_card,3/12/2017 10:18
1543,35,940,328,2,credit_card,3/14/2017 5:47
1865,71,977,328,2,credit_card,3/8/2017 20:32
1901,28,772,328,2,debit,3/12/2017 7:13
1903,28,929,328,2,credit_card,3/30/2017 15:00
1917,71,949,328,2,cash,3/22/2017 22:13
1931,71,772,328,2,debit,3/21/2017 20:09
1946,35,994,328,2,debit,3/10/2017 17:53
1958,28,801,328,2,credit_card,3/5/2017 16:07
2077,35,906,328,2,cash,3/1/2017 19:02
2123,28,815,328,2,debit,3/4/2017 18:59
2125,71,825,328,2,cash,3/3/2017 10:38
2136,71,786,328,2,debit,3/25/2017 4:11
2404,35,779,328,2,credit_card,3/17/2017 20:45
2405,35,787,328,2,credit_card,3/20/2017 18:53
2423,35,768,328,2,debit,3/4/2017 21:50
2497,71,953,328,2,cash,3/9/2017 9:51
2542,71,883,328,2,debit,3/5/2017 14:39
2655,28,896,328,2,credit_card,3/14/2017 6:29
2676,35,898,328,2,credit_card,3/16/2017 10:34
2800,28,934,328,2,cash,3/23/2017 5:14
2853,71,912,328,2,credit_card,3/4/2017 10:30
2974,71,711,328,2,debit,3/9/2017 4:12
2996,28,876,328,2,debit,3/10/2017 7:28
3115,71,841,328,2,credit_card,3/21/2017 22:09
3140,71,942,328,2,debit,3/7/2017 7:23
3193,28,927,328,2,cash,3/9/2017 21:20
3302,71,749,328,2,credit_card,3/4/2017 7:49
3319,71,804,328,2,credit_card,3/9/2017 10:12
3340,28,810,328,2,debit,3/2/2017 3:30
3512,71,994,328,2,debit,3/28/2017 13:13
3732,35,725,328,2,credit_card,3/27/2017 15:09
3736,71,711,328,2,credit_card,3/11/2017 22:59
3874,71,784,328,2,debit,3/1/2017 17:20
3958,71,822,328,2,debit,3/28/2017 12:50
3995,35,777,328,2,debit,3/3/2017 7:20
3998,71,747,328,2,debit,3/28/2017 8:40
4005,35,741,328,2,debit,3/28/2017 1:27
4059,35,816,328,2,debit,3/11/2017 18:51
4136,28,870,328,2,cash,3/12/2017 13:40
4247,71,983,328,2,cash,3/9/2017 23:59
4392,71,723,328,2,cash,3/22/2017 12:11
4431,71,939,328,2,credit_card,3/21/2017 12:37
4473,35,728,328,2,debit,3/15/2017 20:43
4532,71,729,328,2,cash,3/21/2017 18:50
4547,28,933,328,2,debit,3/28/2017 6:30
4586,35,856,328,2,debit,3/28/2017 11:23
4840,28,992,328,2,debit,3/2/2017 18:12
4851,71,733,328,2,cash,3/28/2017 0:29
4937,35,973,328,2,debit,3/19/2017 22:15
18,28,752,164,1,credit_card,3/21/2017 12:09
90,28,705,164,1,cash,3/11/2017 18:13
149,71,985,164,1,credit_card,3/4/2017 17:21
370,28,901,164,1,credit_card,3/25/2017 4:37
382,35,828,164,1,cash,3/10/2017 13:56
388,35,891,164,1,debit,3/3/2017 0:43
505,35,989,164,1,debit,3/20/2017 21:04
697,71,815,164,1,credit_card,3/12/2017 11:13
758,71,949,164,1,debit,3/5/2017 22:17
815,71,858,164,1,credit_card,3/21/2017 19:05
894,71,713,164,1,credit_card,3/13/2017 4:29
910,28,900,164,1,credit_card,3/27/2017 11:46
1073,35,718,164,1,debit,3/22/2017 23:43
1164,71,829,164,1,cash,3/1/2017 14:49
1243,71,938,164,1,debit,3/30/2017 4:50
1581,71,968,164,1,debit,3/8/2017 1:15
1818,35,852,164,1,cash,3/5/2017 19:45
1830,35,714,164,1,debit,3/7/2017 4:44
1833,28,874,164,1,cash,3/9/2017 16:55
1976,71,814,164,1,debit,3/29/2017 15:48
2048,35,813,164,1,debit,3/28/2017 9:20
2057,35,706,164,1,credit_card,3/1/2017 8:34
2148,71,785,164,1,credit_card,3/21/2017 6:51
2176,71,840,164,1,cash,3/30/2017 17:04
2239,71,823,164,1,debit,3/27/2017 22:17
2345,28,715,164,1,cash,3/2/2017 12:52
3133,71,940,164,1,credit_card,3/4/2017 2:44
3175,71,874,164,1,credit_card,3/27/2017 20:42
3200,28,776,164,1,debit,3/29/2017 19:49
3240,71,962,164,1,debit,3/12/2017 6:33
3283,28,787,164,1,credit_card,3/18/2017 16:10
3399,35,712,164,1,debit,3/18/2017 10:26
3443,71,949,164,1,debit,3/19/2017 6:49
3446,35,932,164,1,cash,3/28/2017 10:17
3511,71,752,164,1,debit,3/5/2017 12:32
3564,71,718,164,1,credit_card,3/11/2017 3:15
3618,28,702,164,1,credit_card,3/29/2017 7:10
3856,28,975,164,1,cash,3/10/2017 6:00
4068,28,836,164,1,credit_card,3/22/2017 3:11
4090,35,978,164,1,debit,3/20/2017 20:16
4150,35,962,164,1,debit,3/1/2017 14:08
4235,35,872,164,1,cash,3/25/2017 12:58
4280,35,775,164,1,credit_card,3/20/2017 9:33
4293,35,735,164,1,debit,3/12/2017 6:33
4318,71,996,164,1,debit,3/19/2017 16:31
4539,71,933,164,1,debit,3/8/2017 3:14
4562,35,854,164,1,debit,3/13/2017 6:51
4721,35,738,164,1,cash,3/9/2017 9:07
4805,28,711,164,1,credit_card,3/24/2017 8:53
4861,28,983,164,1,cash,3/13/2017 17:09
4902,71,941,164,1,debit,3/4/2017 13:09
4946,35,765,164,1,credit_card,3/1/2017 11:17
772,19,818,815,5,debit,3/7/2017 8:48
1124,29,911,815,5,credit_card,3/26/2017 0:53
46,29,969,652,4,credit_card,3/4/2017 8:58
1823,29,843,652,4,credit_card,3/12/2017 10:09
2692,19,702,652,4,debit,3/19/2017 1:32
4707,19,708,652,4,debit,3/1/2017 18:49
4762,19,838,652,4,cash,3/27/2017 21:56
165,29,941,489,3,cash,3/9/2017 16:26
300,29,964,489,3,debit,3/11/2017 4:36
498,19,831,489,3,credit_card,3/29/2017 8:50
623,19,851,489,3,credit_card,3/4/2017 5:11
673,19,863,489,3,cash,3/2/2017 16:50
1464,19,747,489,3,cash,3/26/2017 14:07
1546,19,982,489,3,debit,3/20/2017 0:25
1555,29,708,489,3,cash,3/18/2017 23:38
1700,29,819,489,3,debit,3/24/2017 1:40
1778,19,921,489,3,debit,3/24/2017 13:44
1786,29,825,489,3,cash,3/23/2017 1:56
1846,29,733,489,3,cash,3/23/2017 2:08
1927,19,950,489,3,credit_card,3/26/2017 9:26
1942,29,838,489,3,debit,3/2/2017 10:57
2268,19,999,489,3,credit_card,3/26/2017 21:25
2685,19,793,489,3,credit_card,3/13/2017 7:05
2943,19,970,489,3,credit_card,3/1/2017 5:08
3496,29,877,489,3,cash,3/28/2017 22:35
3542,19,837,489,3,debit,3/9/2017 21:54
3592,19,704,489,3,cash,3/21/2017 23:10
3765,29,733,489,3,credit_card,3/2/2017 11:18
3815,19,991,489,3,cash,3/25/2017 2:03
4024,29,774,489,3,cash,3/7/2017 21:56
4052,29,739,489,3,cash,3/19/2017 5:18
4197,19,705,489,3,credit_card,3/29/2017 23:15
4457,19,966,489,3,cash,3/8/2017 17:50
4485,29,805,489,3,credit_card,3/17/2017 15:16
4613,29,839,489,3,debit,3/2/2017 9:28
4709,19,790,489,3,credit_card,3/6/2017 11:02
4903,29,825,489,3,debit,3/16/2017 16:29
198,19,960,326,2,debit,3/5/2017 20:01
235,29,719,326,2,cash,3/22/2017 21:56
293,19,936,326,2,cash,3/21/2017 3:53
569,19,705,326,2,credit_card,3/5/2017 14:35
619,29,718,326,2,cash,3/8/2017 18:56
718,29,724,326,2,credit_card,3/25/2017 22:45
723,19,933,326,2,debit,3/10/2017 14:05
882,19,746,326,2,credit_card,3/21/2017 12:58
912,19,975,326,2,debit,3/26/2017 23:06
1294,29,993,326,2,credit_card,3/1/2017 16:56
1432,19,882,326,2,credit_card,3/28/2017 3:45
1575,29,976,326,2,credit_card,3/16/2017 6:23
1759,29,738,326,2,cash,3/1/2017 23:04
1866,29,980,326,2,credit_card,3/30/2017 7:05
1988,29,725,326,2,credit_card,3/29/2017 20:47
2060,29,868,326,2,cash,3/23/2017 4:18
2196,29,864,326,2,credit_card,3/26/2017 6:48
2342,19,727,326,2,debit,3/2/2017 23:14
2675,19,742,326,2,debit,3/20/2017 7:24
2714,29,950,326,2,credit_card,3/15/2017 6:23
2848,19,718,326,2,debit,3/5/2017 11:52
2976,19,842,326,2,cash,3/12/2017 23:48
2987,19,913,326,2,debit,3/12/2017 7:27
3012,29,824,326,2,cash,3/10/2017 14:11
3119,29,897,326,2,cash,3/13/2017 8:00
3330,29,944,326,2,debit,3/2/2017 18:19
3466,29,834,326,2,debit,3/22/2017 6:08
3470,29,759,326,2,credit_card,3/26/2017 6:10
3653,29,771,326,2,cash,3/3/2017 1:23
3664,29,777,326,2,debit,3/14/2017 8:20
3735,19,755,326,2,debit,3/6/2017 22:09
3747,29,892,326,2,credit_card,3/23/2017 20:07
3810,19,779,326,2,cash,3/24/2017 19:33
3920,29,932,326,2,credit_card,3/11/2017 14:47
4002,29,856,326,2,cash,3/17/2017 5:44
4086,19,737,326,2,cash,3/6/2017 20:07
4159,19,738,326,2,credit_card,3/10/2017 19:07
4258,19,719,326,2,cash,3/10/2017 10:57
4659,29,892,326,2,debit,3/3/2017 2:36
201,29,929,163,1,credit_card,3/15/2017 11:12
225,29,927,163,1,debit,3/2/2017 21:18
407,29,976,163,1,cash,3/8/2017 21:31
477,29,784,163,1,debit,3/25/2017 11:58
508,19,997,163,1,debit,3/23/2017 4:02
516,19,762,163,1,cash,3/20/2017 11:57
704,19,968,163,1,cash,3/20/2017 22:10
813,29,758,163,1,credit_card,3/21/2017 23:27
853,29,846,163,1,credit_card,3/5/2017 1:31
1142,19,874,163,1,cash,3/3/2017 5:27
1297,19,707,163,1,credit_card,3/29/2017 23:20
1314,29,827,163,1,cash,3/25/2017 17:39
1333,19,829,163,1,cash,3/13/2017 1:42
1781,29,868,163,1,cash,3/14/2017 3:28
1852,19,894,163,1,cash,3/2/2017 21:47
2029,29,996,163,1,credit_card,3/21/2017 11:31
2150,19,825,163,1,cash,3/1/2017 21:38
2230,19,888,163,1,debit,3/8/2017 3:30
2234,19,921,163,1,debit,3/21/2017 10:56
2337,29,824,163,1,credit_card,3/25/2017 2:56
2363,19,778,163,1,cash,3/21/2017 1:46
2633,19,846,163,1,debit,3/18/2017 18:05
2772,29,942,163,1,cash,3/23/2017 19:02
3018,29,849,163,1,cash,3/22/2017 15:03
3141,29,978,163,1,cash,3/25/2017 22:16
3185,19,833,163,1,cash,3/17/2017 14:00
3281,19,804,163,1,credit_card,3/25/2017 2:09
3301,19,756,163,1,cash,3/20/2017 5:56
3327,19,768,163,1,debit,3/23/2017 21:20
3442,29,948,163,1,debit,3/6/2017 20:17
3549,29,953,163,1,debit,3/10/2017 1:10
3555,29,948,163,1,cash,3/5/2017 0:00
3599,29,783,163,1,debit,3/28/2017 10:19
3741,19,713,163,1,cash,3/21/2017 0:04
3758,29,714,163,1,cash,3/15/2017 9:03
4003,19,943,163,1,credit_card,3/15/2017 2:43
4340,19,735,163,1,credit_card,3/12/2017 16:30
4350,19,712,163,1,cash,3/28/2017 14:49
4367,19,851,163,1,credit_card,3/29/2017 10:02
4438,19,893,163,1,debit,3/1/2017 14:38
4546,19,705,163,1,credit_card,3/21/2017 17:50
4588,29,978,163,1,credit_card,3/24/2017 9:23
4594,19,892,163,1,debit,3/16/2017 19:12
4607,19,919,163,1,debit,3/13/2017 19:20
4783,19,873,163,1,cash,3/14/2017 12:46
4952,19,971,163,1,credit_card,3/7/2017 16:31
3928,97,979,810,5,credit_card,3/11/2017 7:37
177,97,718,648,4,cash,3/16/2017 6:33
1881,97,972,648,4,cash,3/17/2017 7:07
22,97,789,486,3,credit_card,3/4/2017 15:44
422,97,886,486,3,debit,3/14/2017 3:58
586,97,886,486,3,debit,3/5/2017 17:49
984,97,783,486,3,credit_card,3/25/2017 11:34
1369,97,943,486,3,credit_card,3/1/2017 13:31
1375,97,789,486,3,cash,3/11/2017 4:54
2273,97,908,486,3,debit,3/18/2017 7:48
2546,97,919,486,3,debit,3/11/2017 19:17
2623,97,773,486,3,credit_card,3/13/2017 16:06
2820,97,799,486,3,credit_card,3/23/2017 0:39
3216,97,739,486,3,credit_card,3/14/2017 8:32
264,97,827,324,2,debit,3/3/2017 1:06
1154,97,923,324,2,cash,3/11/2017 1:04
1828,97,840,324,2,debit,3/7/2017 19:49
1986,97,791,324,2,debit,3/26/2017 3:49
2016,97,784,324,2,credit_card,3/22/2017 8:08
2049,97,734,324,2,cash,3/11/2017 17:13
2320,97,769,324,2,credit_card,3/24/2017 4:42
2403,97,856,324,2,cash,3/19/2017 21:05
2697,97,985,324,2,credit_card,3/18/2017 23:32
3229,97,912,324,2,cash,3/1/2017 0:14
3249,97,854,324,2,debit,3/20/2017 6:29
3696,97,773,324,2,cash,3/19/2017 9:23
4069,97,912,324,2,credit_card,3/13/2017 8:56
4630,97,850,324,2,credit_card,3/22/2017 19:31
4806,97,841,324,2,debit,3/20/2017 10:23
4854,97,857,324,2,cash,3/22/2017 10:41
1170,97,948,162,1,credit_card,3/25/2017 7:03
1331,97,706,162,1,cash,3/18/2017 22:24
1371,97,919,162,1,credit_card,3/2/2017 18:31
1388,97,969,162,1,credit_card,3/29/2017 23:52
1411,97,832,162,1,debit,3/13/2017 4:40
1630,97,967,162,1,cash,3/21/2017 14:36
1913,97,863,162,1,credit_card,3/22/2017 18:49
2177,97,731,162,1,cash,3/21/2017 11:29
2456,97,769,162,1,cash,3/5/2017 17:18
3332,97,728,162,1,cash,3/5/2017 17:24
3445,97,874,162,1,cash,3/10/2017 0:23
3694,97,825,162,1,credit_card,3/23/2017 2:14
3912,97,851,162,1,debit,3/17/2017 20:03
3987,97,897,162,1,cash,3/18/2017 13:15
4198,97,767,162,1,credit_card,3/8/2017 10:50
4321,97,922,162,1,credit_card,3/17/2017 3:00
4337,97,787,162,1,debit,3/26/2017 9:53
4868,97,796,162,1,credit_card,3/2/2017 6:11
2758,66,772,805,5,credit_card,3/14/2017 8:43
3439,66,842,805,5,credit_card,3/22/2017 17:58
549,66,850,644,4,debit,3/18/2017 3:26
954,66,708,644,4,credit_card,3/27/2017 4:10
2726,40,783,644,4,debit,3/23/2017 9:58
3685,66,975,644,4,credit_card,3/27/2017 9:18
4772,66,932,644,4,credit_card,3/21/2017 4:04
4839,66,828,644,4,debit,3/28/2017 4:50
530,40,978,483,3,cash,3/23/2017 20:01
699,40,734,483,3,cash,3/1/2017 7:05
1661,40,883,483,3,debit,3/22/2017 19:11
1920,40,881,483,3,credit_card,3/13/2017 22:52
2265,66,995,483,3,debit,3/5/2017 12:03
2660,66,940,483,3,cash,3/24/2017 8:35
2980,66,877,483,3,cash,3/28/2017 18:02
2999,40,941,483,3,credit_card,3/20/2017 4:27
3157,40,945,483,3,cash,3/23/2017 5:26
3372,66,992,483,3,cash,3/8/2017 4:18
3607,40,978,483,3,cash,3/5/2017 0:02
3880,40,745,483,3,cash,3/20/2017 22:37
4181,40,778,483,3,cash,3/4/2017 3:16
4525,66,784,483,3,credit_card,3/1/2017 3:25
11,66,848,322,2,credit_card,3/26/2017 23:36
